ENTITY,MODEL,STATUS,LOT#,OPER,PRODUCT,BOND ID,OUTPLAN,IN TIME,CUST,PIN_PKG,WIP,PM
BBRC5,RAPID,RUNNING,R02AWHI12,2200,008Y6AW032,AAW008Y62014A,22-01-12 10:11,22-01-12 04:00,MXIC,DFN-08Y62D,8320,01/17/2022 AP
BBRC6,RAPID,IDLE,,,,AHQ0442J3006A,,22-01-12 00:32,,,,01/18/2022 AP
BBRC7,RAPID,RUNNING,R02HQAF13,2200,0442JHQ027,AHQ0442J3005A,22-01-12 08:35,22-01-12 01:34,EMC,FPSTLGA44YBV,2300,01/19/2022 AP
BBRC8,RAPID,IDLE,,,,ANV132X2C034A,,22-01-11 01:26,,,,01/20/2022 AP
BBRC9,RAPID,IDLE,,,,AHQ0442J3006A,,22-01-12 00:34,,,,01/21/2022 AP
BBRD1,RAPID,IDLE,,,,ANV132X2C034A,,22-01-10 17:05,,,,01/21/2022 AP
BBRD2,RAPID,IDLE,,,,ANV132X2C034A,,22-01-11 03:54,,,,01/23/2022 AP
BBRD3,RAPID,RUNNING,R02ABCG03,2200,008YQAB090,AAB008YQ2039B,22-01-12 08:47,22-01-12 00:19,WINBOND,STDFN-08YQ2A,4320,01/24/2022 AP
BBRD4,RAPID,IDLE,,,,AAB008YQ2039B,,22-01-12 07:02,,,,01/25/2022 AP
BBRD5,RAPID,IDLE,,,,ANV132X2C034A,,22-01-10 21:36,,,,01/26/2022 AP
BBRD6,RAPID,IDLE,,,,AAB008YQ2039B,,22-01-12 03:51,,,,01/27/2022 AP
BBRD7,RAPID,WAIT-REPAIR,,,,AAB008Y62010A,,22-01-10 14:30,,,,01/28/2022 AP
BBRD8,RAPID,IDLE,,,,ANV132X2C034A,,22-01-11 01:09,,,,01/29/2022 AP
BBRD9,RAPID,RUNNING,R02HQAF11,2200,0442JHQ027,AHQ0442J3005A,22-01-12 14:25,22-01-12 07:18,EMC,FPSTLGA44YBV,2336,01/30/2022 AP
BBRF1,RAPID,RUNNING,R02AWFR11,2200,008Y6AW034,AAW008Y62015A,22-01-12 13:27,22-01-12 05:47,MXIC,DFN-08Y62D,8320,01/31/2022 AP
BBRF2,RAPID,IDLE,,,,ANV132X2C034A,,22-01-11 17:45,,,,
BBRF3,RAPID,RUNNING,R02AWHI17,2200,008Y6AW032,AAW008Y62014A,22-01-12 13:26,22-01-12 07:14,MXIC,DFN-08Y62D,8320,
BBRF4,RAPID,RUNNING,R02AWHI16,2200,008Y6AW032,AAW008Y62014A,22-01-12 13:13,22-01-12 07:01,MXIC,DFN-08Y62D,8320,
BBRF5,RAPID,IDLE,,,,ANV132X2C034A,,22-01-11 10:42,,,,
BBS01,ICONN-PLUS,IDLE,,,,ANV0086A1078A,,22-01-08 12:43,,,,01/27/2022 MP
BBS02,ICONN-PLUS,IDLE,,,,ANV0086A1078A,,22-01-08 10:59,,,,01/28/2022 MP
BBS03,ICONN-PLUS,QC,P53HQA102,2200,0225NHQ008,AHQ0225N1002A,,,EMC,FPSLGA22t6V,2733,01/29/2022 MP
BBS04,ICONN-PLUS,IDLE,,,,ANV0086A1078A,,22-01-08 16:15,,,,01/30/2022 MP
BBS05,ICONN-PLUS,IDLE,,,,ANV0086A1078A,,22-01-08 16:20,,,,01/31/2022 MP
BBS06,ICONN-PLUS,IDLE,,,,ANV0086A1078A,,22-01-08 18:06,,,,
BBS07,ICONN-PLUS,IDLE,,,,AAW008Y62016A,,22-01-08 21:37,,,,
BBS08,ICONN-PLUS,IDLE,,,,ABU153XT9002A,,22-01-11 11:07,,,,
BBS09,ICONN-PLUS,IDLE,,,,ANV0086A1078A,,22-01-08 11:18,,,,
BBS10,ICONN-PLUS,IDLE,,,,ANV0086A1078A,,22-01-08 12:38,,,,
BBU01,UTC5000S,RUNNING,R02AWBK32,2200,048TPAW086,AAW048TP1041B,22-01-12 13:04,22-01-12 04:37,MXIC,TSOP1-48/M2,720,01/29/2022 MP
BBU02,UTC5000S,WAIT-SETUP,R02AWBN07,2200,048TPAW086,AAW048TP1041B,22-01-12 09:15:44,22-01-12 07:05,MXIC,TSOP1-48/M2,720,01/30/2022 MP
BBU03,UTC5000S,IDLE,,,,AMS096EC3001B,,22-01-09 12:13,,,,01/31/2022 MP
BBU04,UTC5000S,IDLE,,,,AMS096EC3001B,,22-01-10 16:48,,,,
BBU05,UTC5000S,RUNNING,R02AWBN14,2200,048TPAW086,AAW048TP1041B,22-01-12 08:57,22-01-12 00:30,MXIC,TSOP1-48/M2,720,
BBU06,UTC5000S,WAIT-SETUP,R02MSAC02,2200,078EPMS004,AMS078EP1001A,22-01-12 12:27:16,22-01-12 06:28,MTI,FBGA-78UEP,5872,
BBU07,UTC5000S,RUNNING,R02AWA513,2200,016D5AW011,AAW016D53004A,22-01-12 04:29,22-01-11 16:52,MXIC,SSLGA16DOU,1237,
BBU08,UTC5000S,RUNNING,R02AWBP40,2200,048TPAW103,AAW048TP1008B,22-01-12 14:10,22-01-12 04:10,MXIC,TSOP1-48/M2,720,
BBU09,UTC5000S,IDLE,,,,AMS096EC3001B,,22-01-11 04:04,,,,
BBU10,UTC5000S,RUNNING,R02AWBP41,2200,048TPAW103,AAW048TP1008B,22-01-12 08:15,22-01-11 22:15,MXIC,TSOP1-48/M2,720,
BBU11,UTC5000S,RUNNING,R02AWBC25,2200,016D5AW011,AAW016D53004A,22-01-12 16:34,22-01-12 04:53,MXIC,SSLGA16DOU,1245,
BBU12,UTC5000S,RUNNING,R02AWCG02,2200,048TPAW103,AAW048TP1008B,22-01-12 17:59,22-01-12 07:59,MXIC,TSOP1-48/M2,720,
BBU13,UTC5000S,SETUP,,,,AAW016D53004A,22-01-12 08:58,22-01-12 07:34,,,,
BBU14,UTC5000S,RUNNING,R02AWCG16,2200,048TPAW103,AAW048TP1008B,22-01-12 16:56,22-01-12 06:56,MXIC,TSOP1-48/M2,720,
BBU15,UTC5000S,RUNNING,R02AWBN28,2200,048TPAW086,AAW048TP1041B,22-01-12 15:27,22-01-12 07:00,MXIC,TSOP1-48/M2,720,01/12/2022 MP
BBU16,UTC5000S,WAIT-REPAIR,R02AWBN18,2200,048TPAW086,AAW048TP1041B,22-01-12 15:18:05,22-01-12 06:52,MXIC,TSOP1-48/M2,720,01/13/2022 MP
BBU17,UTC5000S,IDLE,,,,AMS096EC3001B,,22-01-11 21:22,,,,01/14/2022 MP
BBU18,UTC5000S,RUNNING,R02AWBP08,2200,048TPAW103,AAW048TP1008B,22-01-12 11:54,22-01-12 01:54,MXIC,TSOP1-48/M2,720,01/15/2022 MP
BBU19,UTC5000S,RUNNING,R02AWB601,2200,016D5AW011,AAW016D53004A,22-01-12 17:45,22-01-12 06:16,MXIC,SSLGA16DOU,1221,01/16/2022 MP
BBU20,UTC5000S,RUNNING,R02AWBP21,2200,048TPAW103,AAW048TP1008B,22-01-12 10:24,22-01-12 00:24,MXIC,TSOP1-48/M2,720,01/17/2022 MP
BBU21,UTC5000S,RUNNING,R02AWBC17,2200,016D5AW011,AAW016D53004A,,22-01-11 18:49,MXIC,SSLGA16DOU,1213,01/18/2022 MP
BBU22,UTC5000S,RUNNING,R02AWB816,2200,016D5AW011,AAW016D53004A,22-01-12 13:45,22-01-12 02:03,MXIC,SSLGA16DOU,1246,01/19/2022 MP
BBU23,UTC5000S,RUNNING,R02AWB827,2200,016D5AW011,AAW016D53004A,22-01-12 09:55,22-01-11 16:49,MXIC,SSLGA16DOU,1825,01/20/2022 MP
BBU24,UTC5000S,RUNNING,R02AWBP44,2200,048TPAW103,AAW048TP1008B,22-01-12 12:40,22-01-12 02:40,MXIC,TSOP1-48/M2,720,01/21/2022 MP
BBU25,UTC5000S,RUNNING,R02AWBL45,2200,048TPAW103,AAW048TP1008B,22-01-12 05:59,22-01-11 19:59,MXIC,TSOP1-48/M2,720,01/28/2022 MP
BBU26,UTC5000S,RUNNING,R02AWBC21,2200,016D5AW011,AAW016D53004A,22-01-12 15:26,22-01-12 03:50,MXIC,SSLGA16DOU,1234,01/23/2022 MP
BBU27,UTC5000S,RUNNING,R02AWCG05,2200,048TPAW103,AAW048TP1008B,22-01-12 17:16,22-01-12 07:16,MXIC,TSOP1-48/M2,720,01/24/2022 MP
BBU28,UTC5000S,WAIT-REPAIR,,,,AAB048TW2006A,,22-01-11 19:08,,,,01/25/2022 MP
BBU29,UTC5000S,RUNNING,R02AWBC20,2200,016D5AW011,AAW016D53004A,22-01-12 14:28,22-01-12 02:59,MXIC,SSLGA16DOU,1223,01/26/2022 MP
BBU30,UTC5000S,RUNNING,R02AWB610,2200,016D5AW011,AAW016D53004A,22-01-12 18:45,22-01-12 07:12,MXIC,SSLGA16DOU,1230,01/27/2022 MP
BBU31,UTC5000S,RUNNING,R02AWB609,2200,016D5AW011,AAW016D53004A,22-01-12 15:51,22-01-12 04:23,MXIC,SSLGA16DOU,1220,01/28/2022 MP
BBU32,UTC5000S,RUNNING,R02AWB605,2200,016D5AW011,AAW016D53004A,22-01-12 16:44,22-01-12 05:14,MXIC,SSLGA16DOU,1225,01/29/2022 MP
BBU33,UTC5000S,RUNNING,R02AWBP42,2200,048TPAW103,AAW048TP1008B,22-01-12 15:48,22-01-12 05:48,MXIC,TSOP1-48/M2,720,01/30/2022 SP
BBU34,UTC5000S,WAIT-SETUP,R02AWBP23,2200,048TPAW103,AAW048TP1008B,22-01-12 08:24:23,22-01-12 07:27,MXIC,TSOP1-48/M2,720,01/31/2022 SP
BBU35,UTC5000S,RUNNING,R02AWBL30,2200,048TPAW103,AAW048TP1008B,22-01-12 08:46,22-01-11 22:46,MXIC,TSOP1-48/M2,720,
BBU36,UTC5000S,RUNNING,R02AWBN03,2200,048TPAW086,AAW048TP1041B,22-01-12 03:51,22-01-11 19:23,MXIC,TSOP1-48/M2,720,
BBU37,UTC5000S,RUNNING,R02AWBP43,2200,048TPAW103,AAW048TP1008B,22-01-12 13:34,22-01-12 03:34,MXIC,TSOP1-48/M2,720,
BBU38,UTC5000S,RUNNING,R02AWBP45,2200,048TPAW103,AAW048TP1008B,22-01-12 11:03,22-01-12 04:28,MXIC,TSOP1-48/M2,471,
BBU39,UTC5000S,IDLE,,,,AMS078EP1001A,,22-01-12 04:23,,,,
BBU40,UTC5000S,RUNNING,R02AWCG01,2200,048TPAW103,AAW048TP1008B,22-01-12 15:25,22-01-12 05:25,MXIC,TSOP1-48/M2,720,
BBU41,UTC5000S,RUNNING,R02AWBK34,2200,048TPAW086,AAW048TP1041B,22-01-12 12:05,22-01-12 03:38,MXIC,TSOP1-48/M2,720,
BBU42,UTC5000S,RUNNING,R02AWCG07,2200,048TPAW103,AAW048TP1008B,22-01-12 13:42,22-01-12 03:42,MXIC,TSOP1-48/M2,720,
BBU43,UTC5000S,RUNNING,R02AWBP03,2200,048TPAW103,AAW048TP1008B,22-01-12 14:34,22-01-12 04:34,MXIC,TSOP1-48/M2,720,
BBU44,UTC5000S,RUNNING,R02MSAI03,2200,078EPMS004,AMS078EP1001A,22-01-12 21:02,22-01-12 00:55,MTI,FBGA-78UEP,5793,
BBU45,UTC5000S,RUNNING,R02AWBP07,2200,048TPAW103,AAW048TP1008B,22-01-12 17:10,22-01-12 07:11,MXIC,TSOP1-48/M2,720,
BBU46,UTC5000S,WAIT-REPAIR,R02AWBL18,2200,048TPAW103,AAW048TP1008B,22-01-12 07:16:59,22-01-12 06:14,MXIC,TSOP1-48/M2,720,01/12/2022 MP
BBU47,UTC5000S,IDLE,,,,AMS096EC3001B,,22-01-10 22:42,,,,01/13/2022 MP
BBU48,UTC5000S,WAIT-SETUP,R02AWBP33,2200,048TPAW103,AAW048TP1008B,22-01-12 16:04:50,22-01-12 06:05,MXIC,TSOP1-48/M2,720,01/14/2022 MP
BBU49,UTC5000S,SETUP,R02AWBP37,2200,048TPAW103,AAW048TP1008B,22-01-12 08:03,22-01-12 07:33,MXIC,TSOP1-48/M2,720,01/15/2022 MP
BBU50,UTC5000S,RUNNING,R02AWBK26,2200,048TPAW086,AAW048TP1041B,22-01-12 09:04,22-01-12 00:37,MXIC,TSOP1-48/M2,720,01/16/2022 MP
BBU51,UTC5000S,RUNNING,R02AWBK24,2200,048TPAW086,AAW048TP1041B,22-01-12 10:50,22-01-12 02:23,MXIC,TSOP1-48/M2,720,01/17/2022 MP
BBU52,UTC5000S,RUNNING,R02AWBL41,2200,048TPAW103,AAW048TP1008B,22-01-12 06:15,22-01-11 20:15,MXIC,TSOP1-48/M2,720,01/18/2022 MP
BBU53,UTC5000S,RUNNING,R02AWBK28,2200,048TPAW086,AAW048TP1041B,22-01-12 11:42,22-01-12 03:15,MXIC,TSOP1-48/M2,720,01/19/2022 MP
BBU54,UTC5000S,RUNNING,R02AWCG19,2200,048TPAW103,AAW048TP1008B,22-01-12 14:42,22-01-12 04:42,MXIC,TSOP1-48/M2,720,01/20/2022 MP
BBU55,UTC5000S,SETUP,,,,AAW016D53004A,22-01-12 09:12,22-01-12 07:48,,,,01/21/2022 MP
BBU56,UTC5000S,SETUP,R02AWBP30,2200,048TPAW103,AAW048TP1008B,22-01-12 08:21,22-01-12 07:51,MXIC,TSOP1-48/M2,720,01/29/2022 MP
BBU57,UTC5000S,RUNNING,R02AWBK37,2200,048TPAW086,AAW048TP1041B,22-01-12 14:52,22-01-12 06:25,MXIC,TSOP1-48/M2,720,01/23/2022 MP
BBU58,UTC5000S,RUNNING,R02AWBP34,2200,048TPAW103,AAW048TP1008B,22-01-12 17:53,22-01-12 07:53,MXIC,TSOP1-48/M2,720,01/24/2022 MP
BBU59,UTC5000S,IDLE,,,,AMS096EC3001B,,22-01-11 12:06,,,,01/25/2022 MP
BBU60,UTC5000S,RUNNING,R02AWBN21,2200,048TPAW086,AAW048TP1041B,22-01-12 10:24,22-01-12 01:57,MXIC,TSOP1-48/M2,720,01/26/2022 MP
BBU61,UTC5000S,RUNNING,R02AWBL33,2200,048TPAW103,AAW048TP1008B,22-01-12 16:41,22-01-12 06:41,MXIC,TSOP1-48/M2,720,01/27/2022 MP
BBU62,UTC5000S,RUNNING,R02AWBN06,2200,048TPAW086,AAW048TP1041B,22-01-12 06:17,22-01-11 21:50,MXIC,TSOP1-48/M2,720,01/28/2022 MP
BBU63,UTC5000S,RUNNING,R02AWBL27,2200,048TPAW103,AAW048TP1008B,22-01-12 16:23,22-01-12 06:23,MXIC,TSOP1-48/M2,720,01/29/2022 MP
BBU64,UTC5000S,IDLE,,,,AMS096EC3001B,,22-01-08 12:44,,,,01/30/2022 MP
BBU65,UTC5000S,WAIT-SETUP,R02AWBP31,2200,048TPAW103,AAW048TP1008B,22-01-12 12:34:13,22-01-12 07:01,MXIC,TSOP1-48/M2,720,01/31/2022 MP
BBU66,UTC5000S,RUNNING,R02AWBP36,2200,048TPAW103,AAW048TP1008B,22-01-12 14:48,22-01-12 04:48,MXIC,TSOP1-48/M2,720,
BBU67,UTC5000S,RUNNING,R02AWBK42,2200,048TPAW086,AAW048TP1041B,22-01-12 14:55,22-01-12 06:28,MXIC,TSOP1-48/M2,720,
BBU68,UTC5000S,RUNNING,R02AWBP18,2200,048TPAW103,AAW048TP1008B,22-01-12 11:46,22-01-12 01:46,MXIC,TSOP1-48/M2,720,
BBU69,UTC5000S,RUNNING,R02AWBP29,2200,048TPAW103,AAW048TP1008B,22-01-12 12:38,22-01-12 02:38,MXIC,TSOP1-48/M2,720,
BBU70,UTC5000S,RUNNING,R02AWBL31,2200,048TPAW103,AAW048TP1008B,22-01-12 06:29,22-01-11 20:29,MXIC,TSOP1-48/M2,720,
BBU71,UTC5000S,RUNNING,R02AWBP25,2200,048TPAW103,AAW048TP1008B,22-01-12 09:38,22-01-11 23:38,MXIC,TSOP1-48/M2,720,
BBU72,UTC5000S,RUNNING,R02AWBP11,2200,048TPAW103,AAW048TP1008B,22-01-12 11:39,22-01-12 01:39,MXIC,TSOP1-48/M2,720,
BBU73,UTC5000S,RUNNING,R02AWBP38,2200,048TPAW103,AAW048TP1008B,22-01-12 13:42,22-01-12 03:42,MXIC,TSOP1-48/M2,720,
BBU74,UTC5000S,RUNNING,R02AWA510,2200,016D5AW011,AAW016D53004A,22-01-12 05:52,22-01-11 18:31,MXIC,SSLGA16DOU,1208,
BBU75,UTC5000S,RUNNING,R02AWBK35,2200,048TPAW086,AAW048TP1041B,22-01-12 16:14,22-01-12 07:47,MXIC,TSOP1-48/M2,720,
BBU76,UTC5000S,WAIT-SETUP,R02AWBP09,2200,048TPAW103,AAW048TP1008B,22-01-12 09:33:59,22-01-12 06:16,MXIC,TSOP1-48/M2,720,
BBU77,UTC5000S,RUNNING,R02MSAE04,2200,078EPMS004,AMS078EP1001A,22-01-12 10:35,22-01-11 20:29,MTI,FBGA-78UEP,4058,01/12/2022 MP
BBU78,UTC5000S,RUNNING,P53MSNI02,2200,078EPMS004,AMS078EP1001A,22-01-12 20:50,22-01-11 02:18,MTI,FBGA-78UEP,5813,01/13/2022 MP
BBU79,UTC5000S,RUNNING,R02AWBL24,2200,048TPAW103,AAW048TP1008B,22-01-12 06:27,22-01-11 20:27,MXIC,TSOP1-48/M2,720,01/14/2022 MP
BBU80,UTC5000S,IN-REPAIR,R02AWBL09,2200,048TPAW103,AAW048TP1008B,22-01-12 07:31:38,22-01-12 07:34,MXIC,TSOP1-48/M2,720,01/15/2022 MP
BBU81,UTC5000S,RUNNING,R02AWBP02,2200,048TPAW103,AAW048TP1008B,22-01-12 07:05,22-01-11 21:05,MXIC,TSOP1-48/M2,720,01/16/2022 MP
BBU82,UTC5000S,WAIT-SETUP,R02AWBP32,2200,048TPAW103,AAW048TP1008B,22-01-12 13:16:44,22-01-12 07:49,MXIC,TSOP1-48/M2,720,01/17/2022 MP
BBU83,UTC5000S,IDLE,,,,AAW048TP1008B,,22-01-11 21:02,,,,01/18/2022 MP
BBU84,UTC5000S,RUNNING,R02AWCG13,2200,048TPAW103,AAW048TP1008B,22-01-12 17:50,22-01-12 07:50,MXIC,TSOP1-48/M2,720,01/19/2022 MP
BBU85,UTC5000S,IDLE,,,,AAB048TW2006A,,22-01-12 06:24,,,,01/20/2022 MP
BBU86,UTC5000S,WAIT-REPAIR,R02AWBB11,2200,016D5AW011,AAW016D53004A,22-01-12 14:45:51,22-01-12 05:52,MXIC,SSLGA16DOU,1265,01/21/2022 MP
BBU87,UTC5000S,RUNNING,R02AWBP16,2200,048TPAW103,AAW048TP1008B,22-01-12 14:25,22-01-12 04:25,MXIC,TSOP1-48/M2,720,01/30/2022 MP
BBU88,UTC5000S,RUNNING,R02AWBP17,2200,048TPAW103,AAW048TP1008B,22-01-12 11:58,22-01-12 01:58,MXIC,TSOP1-48/M2,720,01/23/2022 MP
BBU89,UTC5000S,RUNNING,R02AWBP22,2200,048TPAW103,AAW048TP1008B,22-01-12 09:16,22-01-11 23:16,MXIC,TSOP1-48/M2,720,01/24/2022 MP
BBU90,UTC5000S,RUNNING,R02AWB607,2200,016D5AW011,AAW016D53004A,22-01-12 15:41,22-01-12 04:17,MXIC,SSLGA16DOU,1214,01/25/2022 MP
BBU91,UTC5000S,RUNNING,R02AWBN26,2200,048TPAW086,AAW048TP1041B,22-01-12 16:20,22-01-12 07:53,MXIC,TSOP1-48/M2,720,01/26/2022 MP
BBU92,UTC5000S,RUNNING,R02AWBC16,2200,016D5AW011,AAW016D53004A,22-01-12 08:47,22-01-11 21:00,MXIC,SSLGA16DOU,1254,01/27/2022 MP
BBU93,UTC5000S,RUNNING,R02AWBP14,2200,048TPAW103,AAW048TP1008B,22-01-12 10:00,22-01-12 00:00,MXIC,TSOP1-48/M2,720,01/28/2022 MP
BBU94,UTC5000S,RUNNING,R02MSAD04,2200,078EPMS004,AMS078EP1001A,22-01-12 11:22,22-01-11 21:37,MTI,FBGA-78UEP,3956,01/29/2022 MP
BBU95,UTC5000S,RUNNING,R02AWB603,2200,016D5AW011,AAW016D53004A,22-01-12 14:45,22-01-12 03:12,MXIC,SSLGA16DOU,1230,01/30/2022 MP
BBU96,UTC5000S,RUNNING,R02AWBB26,2200,016D5AW011,AAW016D53004A,22-01-11 23:56,22-01-11 12:06,MXIC,SSLGA16DOU,1260,01/31/2022 MP
BBU97,UTC5000S,RUNNING,R02AWBP27,2200,048TPAW103,AAW048TP1008B,22-01-12 10:07,22-01-12 00:07,MXIC,TSOP1-48/M2,720,
BBU98,UTC5000S,SETUP,R02AWBP24,2200,048TPAW103,AAW048TP1008B,22-01-12 08:06,22-01-12 07:36,MXIC,TSOP1-48/M2,720,
BBU99,UTC5000S,RUNNING,R02AWBC13,2200,016D5AW011,AAW016D53004A,22-01-12 08:26,22-01-11 20:43,MXIC,SSLGA16DOU,1247,
BBUA1,UTC5000S,RUNNING,R02AWA508,2200,016D5AW011,AAW016D53004A,22-01-12 16:01,22-01-12 04:43,MXIC,SSLGA16DOU,1202,
BBUA2,UTC5000S,RUNNING,R02AWB615,2200,016D5AW011,AAW016D53004A,22-01-12 18:09,22-01-12 06:30,MXIC,SSLGA16DOU,1241,
BBUA3,UTC5000S,WAIT-SETUP,R02AWBP39,2200,048TPAW103,AAW048TP1008B,22-01-12 15:47:30,22-01-12 06:49,MXIC,TSOP1-48/M2,720,
BBUA4,UTC5000S,IDLE,,,,AMS096EC3001B,,22-01-10 17:33,,,,
BBUA5,UTC5000S,RUNNING,R02AWCG10,2200,048TPAW103,AAW048TP1008B,22-01-12 16:47,22-01-12 06:47,MXIC,TSOP1-48/M2,720,
BBUA6,UTC5000S,IDLE,,,,AAW016D53004A,,22-01-12 07:59,,,,
BBUA7,UTC5000S,RUNNING,R02AWBC24,2200,016D5AW011,AAW016D53004A,22-01-12 13:28,22-01-12 02:01,MXIC,SSLGA16DOU,1219,
BBUA8,UTC5000S,RUNNING,R02AWBL25,2200,048TPAW103,AAW048TP1008B,22-01-12 04:30,22-01-11 18:30,MXIC,TSOP1-48/M2,720,
BBUA9,UTC5000S,RUNNING,R02AWCG23,2200,048TPAW103,AAW048TP1008B,22-01-12 17:12,22-01-12 07:12,MXIC,TSOP1-48/M2,720,01/12/2022 MP
BBUB1,UTC5000S,RUNNING,R02AWBC26,2200,016D5AW011,AAW016D53004A,22-01-12 09:33,22-01-11 21:48,MXIC,SSLGA16DOU,1251,01/13/2022 MP
BBUB2,UTC5000S,RUNNING,R02AWBC27,2200,016D5AW011,AAW016D53004A,22-01-12 14:02,22-01-11 20:39,MXIC,SSLGA16DOU,1855,01/14/2022 MP
BBUB3,UTC5000S,RUNNING,R02AWB627,2200,016D5AW011,AAW016D53004A,22-01-12 19:59,22-01-12 03:08,MXIC,SSLGA16DOU,1797,01/15/2022 MP
BBUB4,UTC5000S,RUNNING,R02AWB612,2200,016D5AW011,AAW016D53004A,22-01-12 19:43,22-01-12 07:57,MXIC,SSLGA16DOU,1253,01/16/2022 MP
BBUB5,UTC5000S,RUNNING,R02AWB608,2200,016D5AW011,AAW016D53004A,22-01-12 15:26,22-01-12 03:47,MXIC,SSLGA16DOU,1240,01/17/2022 MP
BBUB6,UTC5000S,RUNNING,R02AWBC23,2200,016D5AW011,AAW016D53004A,22-01-12 12:50,22-01-12 01:13,MXIC,SSLGA16DOU,1238,01/18/2022 MP
BBUB7,UTC5000S,RUNNING,R02MSAC03,2200,078EPMS004,AMS078EP1001A,22-01-12 16:23,22-01-11 20:06,MTI,FBGA-78UEP,5840,01/19/2022 MP
