ENTITY,MODEL,STATUS,LOT#,OPER,PRODUCT,BOND ID,OUTPLAN,IN TIME,CUST,PIN_PKG,WIP,PM
BBA27,ICONN,RUNNING,R02HQAM03,2200,0225SHQ001,AHQ0225S1001B,22-01-12 13:12,22-01-12 06:40,EMC,FPSLGA229JV,1693,
BBA28,ICONN,ENG,,,,AAS096EL4005A,22-01-12 05:41,22-01-12 05:41,,,,01/12/2022 MP
BBA29,ICONN,RUNNING,R02ASAP05,2200,096EIAS005,AAS096EI2001A,22-01-12 08:39,22-01-11 17:38,EliteMT,FBGA-96UEJ,2960,01/13/2022 MP
BBA30,ICONN,RUNNING,P53MSJE08,2200,078ENMS007,AMS078EN1002A,22-01-12 17:12,22-01-12 04:10,MTI,FBGA-78UEN,3384,01/14/2022 MP
BBA31,ICONN,RUNNING,P53HQA103,2200,0225NHQ008,AHQ0225N1002A,22-01-12 10:10,22-01-12 05:13,EMC,FPSLGA22t6V,2600,01/15/2022 MP
BBB01,UTC2000,RUNNING,R02MSAK03,2200,078EPMS004,AMS078EP1001A,22-01-12 17:50,22-01-11 17:38,MTI,FBGA-78UEP,5974,01/21/2022 MP
BBB02,UTC2000,RUNNING,R02YZA212,2200,096EFYZ004,AYZ096EF2003A,22-01-12 13:16,22-01-11 20:14,ZJP,FBGA-96UEF,2486,01/23/2022 MP
BBB03,UTC2000,IN-REPAIR,R02SSA104,2200,153XTSS011,ASS153XT3001A,22-01-12 07:53:47,22-01-12 07:54,HOSIN,SSBGA153JAU,1860,01/23/2022 MP
BBB04,UTC2000,RUNNING,R02ABN302,2200,096ELAB016,AAB096EL1003A,22-01-13 03:54,22-01-12 02:10,WINBOND,FBGA96UEL(2),5960,01/24/2022 MP
BBB05,UTC2000,RUNNING,R02ABGI10,2200,054TNAB036,AAB054TN1005A,22-01-12 03:08,22-01-11 17:31,WINBOND,TSOP2-54ME,2880,01/25/2022 MP
BBB06,UTC2000,RUNNING,R02CDAC02,2200,066TNCD042,ACD066TN1013A,22-01-12 08:46,22-01-11 15:46,ETRON,TSOP2-66ME,2880,01/26/2022 MP
BBB07,UTC2000,RUNNING,R02ABN305,2200,096ELAB016,AAB096EL1003A,22-01-13 05:14,22-01-12 03:38,WINBOND,FBGA96UEL(2),5930,01/27/2022 MP
BBB08,UTC2000,RUNNING,R02AWBP28,2200,048TPAW103,AAW048TP1008B,22-01-12 12:40,22-01-12 01:13,MXIC,TSOP1-48/M2,720,01/28/2022 MP
BBB09,UTC2000,RUNNING,R02ABLH03,2200,054NRAB004,AAB054NR2001A,22-01-12 11:21,22-01-11 09:37,WINBOND,VFBGA54B4U,7858,01/29/2022 MP
BBB10,UTC2000,IDLE,,,,ACD066TN1013A,,22-01-12 06:58,,,,01/30/2022 MP
BBB11,UTC2000,RUNNING,R02AWBK22,2200,048TPAW086,AAW048TP1041B,22-01-12 10:05,22-01-11 23:34,MXIC,TSOP1-48/M2,720,01/31/2022 MP
BBB12,UTC2000,WAIT-SETUP,R02AWBP19,2200,048TPAW103,AAW048TP1008B,22-01-12 13:38:38,22-01-12 07:16,MXIC,TSOP1-48/M2,720,
BBB13,UTC2000,RUNNING,R02AWBN16,2200,048TPAW086,AAW048TP1041B,22-01-12 14:29,22-01-12 03:57,MXIC,TSOP1-48/M2,720,
BBB14,UTC2000,RUNNING,R02AWBL35,2200,048TPAW103,AAW048TP1008B,22-01-12 07:58,22-01-11 20:31,MXIC,TSOP1-48/M2,720,
BBB15,UTC2000,RUNNING,R02YZA422,2200,096EFYZ004,AYZ096EF2003A,22-01-12 07:43,22-01-11 15:01,ZJP,FBGA-96UEF,2438,
BBB16,UTC2000,RUNNING,R02YZA418,2200,096EFYZ004,AYZ096EF2003A,22-01-12 15:34,22-01-11 22:27,ZJP,FBGA-96UEF,2500,
BBB17,UTC2000,RUNNING,R02BUAG02,2200,084UCBU004,ABU084CC2001C,22-01-13 00:18,22-01-12 01:19,ICSI,FBGA-84UC(2),5581,
BBB18,UTC2000,RUNNING,R02AWFV01,2200,048TPAW074,AAW048TP1034C,22-01-12 10:43,22-01-12 05:08,MXIC,TSOP1-48/48M,2160,
BBB19,UTC2000,RUNNING,R02CDAF01,2200,066TNCD042,ACD066TN1013A,22-01-12 20:15,22-01-12 03:14,ETRON,TSOP2-66ME,2880,
BBB20,UTC2000,RUNNING,R02ABGL14,2200,054TNAB036,AAB054TN1005A,22-01-12 16:37,22-01-12 07:00,WINBOND,TSOP2-54ME,2880,
BBB21,UTC2000,RUNNING,P53MSJ806,2200,078ENMS007,AMS078EN1002A,22-01-12 18:00,22-01-12 03:54,MTI,FBGA-78UEN,3540,
BBB22,UTC2000,RUNNING,R02AWBN20,2200,048TPAW086,AAW048TP1041B,22-01-12 16:44,22-01-12 06:13,MXIC,TSOP1-48/M2,720,
BBB23,UTC2000,RUNNING,R02ABGL10,2200,054TNAB036,AAB054TN1005A,22-01-12 17:28,22-01-12 07:51,WINBOND,TSOP2-54ME,2880,01/12/2022 MP
BBB24,UTC2000,RUNNING,R02ABLH02,2200,054NRAB004,AAB054NR2001A,22-01-12 19:49,22-01-11 18:23,WINBOND,VFBGA54B4U,7765,01/13/2022 MP
BBB25,UTC2000,RUNNING,R02SSA109,2200,153XTSS011,ASS153XT3001A,22-01-12 11:12,22-01-11 21:12,HOSIN,SSBGA153JAU,1780,01/14/2022 MP
BBB26,UTC2000,RUNNING,R02BUA404,2200,084UCBU004,ABU084CC2001C,22-01-12 02:44,22-01-11 03:54,ICSI,FBGA-84UC(2),5545,01/15/2022 MP
BBB27,UTC2000,RUNNING,R02AWFA02,2200,064MRAW030,AAW064MR1008B,22-01-12 10:34,22-01-11 23:15,MXIC,MBGA64J4U,3922,01/16/2022 MP
BBB28,UTC2000,RUNNING,R02AWBP04,2200,048TPAW103,AAW048TP1008B,22-01-12 16:23,22-01-12 04:56,MXIC,TSOP1-48/M2,720,01/17/2022 MP
BBB29,UTC2000,RUNNING,R02YZA407,2200,096EFYZ004,AYZ096EF2003A,22-01-12 15:25,22-01-11 22:20,ZJP,FBGA-96UEF,2493,01/18/2022 MP
BBB30,UTC2000,RUNNING,R02CDAE01,2200,066TNCD042,ACD066TN1013A,22-01-12 12:47,22-01-11 19:46,ETRON,TSOP2-66ME,2880,01/19/2022 MP
BBB31,UTC2000,RUNNING,R02YZA425,2200,096EFYZ004,AYZ096EF2003A,22-01-12 06:49,22-01-11 16:28,ZJP,FBGA-96UEF,2090,01/20/2022 MP
BBB32,UTC2000,WAIT-SETUP,R02AWBN13,2200,048TPAW086,AAW048TP1041B,22-01-12 16:05:23,22-01-12 06:34,MXIC,TSOP1-48/M2,720,01/21/2022 MP
BBB33,UTC2000,RUNNING,R02ABGI06,2200,054TNAB036,AAB054TN1005A,22-01-12 14:37,22-01-12 05:00,WINBOND,TSOP2-54ME,2880,01/24/2022 MP
BBB34,UTC2000,RUNNING,R02AWBK16,2200,048TPAW086,AAW048TP1041B,22-01-12 05:40,22-01-11 19:08,MXIC,TSOP1-48/M2,720,01/23/2022 MP
BBB35,UTC2000,RUNNING,R02YZA405,2200,096EFYZ004,AYZ096EF2003A,22-01-12 10:13,22-01-11 17:14,ZJP,FBGA-96UEF,2480,01/24/2022 MP
BBB36,UTC2000,RUNNING,R02AWFQ01,2200,024XJAW020,AAW024XJ6010B,22-01-12 02:11,22-01-11 13:32,MXIC,STBGA24A4L,4070,01/25/2022 MP
BBC01,MAXUM-PLUS,RUNNING,R02MSGM07,2200,096ECMS003,AMS096EC1002A,22-01-13 00:43,22-01-12 04:27,MTI,FBGA-96UEC,5600,01/29/2022 MP
BBC02,MAXUM-PLUS,RUNNING,R02MSGD02,2200,096ECMS003,AMS096EC1002A,22-01-12 15:43,22-01-11 19:36,MTI,FBGA-96UEC,5561,01/30/2022 MP
BBC03,MAXUM-PLUS,RUNNING,R02MSGD07,2200,096ECMS003,AMS096EC1002A,22-01-13 03:15,22-01-12 07:02,MTI,FBGA-96UEC,5589,01/31/2022 MP
BBC04,MAXUM-PLUS,RUNNING,R02MSEY06,2200,096ECMS003,AMS096EC1002A,22-01-12 07:37,22-01-11 11:21,MTI,FBGA-96UEC,5600,
BBC05,MAXUM-PLUS,RUNNING,R02MSGE05,2200,096ECMS003,AMS096EC1002A,22-01-12 07:30,22-01-11 11:22,MTI,FBGA-96UEC,5560,
BBC06,MAXUM-PLUS,RUNNING,R02MSGJ04,2200,096ECMS003,AMS096EC1002A,22-01-12 23:23,22-01-12 03:07,MTI,FBGA-96UEC,5600,
BBC07,MAXUM-PLUS,IDLE,,,,AMS078EP1001A,,22-01-11 23:05,,,,
BBC08,MAXUM-PLUS,RUNNING,R02MSAC01,2200,078EPMS004,AMS078EP1001A,22-01-12 07:58,22-01-11 05:25,MTI,FBGA-78UEP,5945,
BBC09,MAXUM-PLUS,IDLE,,,,AMS078EP1001A,,22-01-12 05:14,,,,
BBC10,MAXUM-PLUS,RUNNING,R02MSAD03,2200,078EPMS004,AMS078EP1001A,22-01-12 20:20,22-01-11 17:43,MTI,FBGA-78UEP,5960,
BBC11,MAXUM-PLUS,RUNNING,R02MSGE03,2200,096ECMS003,AMS096EC1002A,22-01-12 09:12,22-01-11 13:08,MTI,FBGA-96UEC,5544,
BBC12,MAXUM-PLUS,RUNNING,R02MSGM01,2200,096ECMS003,AMS096EC1002A,22-01-12 07:42,22-01-11 11:27,MTI,FBGA-96UEC,5597,
BBC13,MAXUM-PLUS,RUNNING,R02MSGI01,2200,096ECMS003,AMS096EC1002A,22-01-12 07:41,22-01-11 11:25,MTI,FBGA-96UEC,5600,
BBC14,MAXUM-PLUS,RUNNING,R02MSGI04,2200,096ECMS003,AMS096EC1002A,22-01-12 07:32,22-01-11 11:24,MTI,FBGA-96UEC,5564,
BBC15,MAXUM-PLUS,RUNNING,R02MSAE03,2200,078EPMS004,AMS078EP1001A,22-01-12 20:55,22-01-11 18:32,MTI,FBGA-78UEP,5903,01/12/2022 MP
BBC16,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 12:02,,,,01/13/2022 MP
BBC17,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 11:54,,,,01/14/2022 MP
BBC18,MAXUM-PLUS,RUNNING,R02MSGN04,2200,096ECMS003,AMS096EC1002A,22-01-13 01:08,22-01-12 05:10,MTI,FBGA-96UEC,5520,01/15/2022 MP
BBC19,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 09:00,,,,01/16/2022 MP
BBC20,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 08:17,,,,01/17/2022 MP
BBC21,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 05:34,,,,01/18/2022 MP
BBC22,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 14:12,,,,01/19/2022 MP
BBC23,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 08:57,,,,01/20/2022 MP
BBC24,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 04:22,,,,01/21/2022 MP
BBC25,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 03:13,,,,01/23/2022 MP
BBC26,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 17:08,,,,01/23/2022 MP
BBC27,MAXUM-PLUS,IDLE,,,,AMS078EP1001A,,22-01-11 19:05,,,,01/24/2022 MP
BBC28,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 11:35,,,,01/25/2022 MP
BBC29,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 04:57,,,,01/26/2022 MP
BBC30,MAXUM-PLUS,IDLE,,,,AMS078EP1001A,,22-01-12 00:32,,,,01/27/2022 MP
BBC31,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 13:07,,,,01/28/2022 MP
BBC32,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 16:50,,,,01/29/2022 MP
BBC33,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 09:33,,,,01/30/2022 MP
BBC34,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 01:07,,,,
BBC35,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 02:39,,,,
BBC36,MAXUM-PLUS,RUNNING,R02MSA702,2200,078EPMS004,AMS078EP1001A,22-01-12 15:42,22-01-11 13:47,MTI,FBGA-78UEP,5799,
BBC37,MAXUM-PLUS,RUNNING,P53MSNP02,2200,078EPMS004,AMS078EP1001A,22-01-12 08:02,22-01-11 05:35,MTI,FBGA-78UEP,5920,
BBC38,MAXUM-PLUS,IDLE,,,,AMS078EP1001A,,22-01-11 19:07,,,,
BBC39,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 12:55,,,,
BBC40,MAXUM-PLUS,RUNNING,R02MSAE01,2200,078EPMS004,AMS078EP1001A,22-01-12 17:58,22-01-11 15:49,MTI,FBGA-78UEP,5852,
BBC41,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 10:58,,,,
BBC42,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 10:42,,,,
BBC43,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 13:59,,,,
BBC44,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-11 12:33,,,,
BBC45,MAXUM-PLUS,PM,,,,AMS078EN1001A,22-01-12 15:47,22-01-12 07:47,,,,01/12/2022 SP
BBC46,MAXUM-PLUS,RUNNING,R02MSAH03,2200,078EPMS004,AMS078EP1001A,22-01-12 19:30,22-01-11 17:32,MTI,FBGA-78UEP,5811,01/13/2022 SP
BBC47,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 14:17,,,,01/14/2022 SP
BBC48,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-09 23:22,,,,01/15/2022 SP
BBC49,MAXUM-PLUS,IDLE,,,,AMS078EP1001A,,22-01-12 05:04,,,,01/16/2022 SP
BBC50,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 19:46,,,,01/17/2022 SP
BBC51,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 05:20,,,,01/18/2022 SP
BBC52,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 05:10,,,,01/19/2022 SP
BBC53,MAXUM-PLUS,RUNNING,R02MSGD03,2200,096ECMS003,AMS096EC1002A,22-01-12 18:21,22-01-11 22:14,MTI,FBGA-96UEC,5560,01/20/2022 SP
BBC54,MAXUM-PLUS,RUNNING,R02MSGI02,2200,096ECMS003,AMS096EC1002A,22-01-12 09:27,22-01-11 13:11,MTI,FBGA-96UEC,5600,01/21/2022 SP
BBC55,MAXUM-PLUS,RUNNING,R02MSGJ02,2200,096ECMS003,AMS096EC1002A,22-01-12 23:10,22-01-12 03:10,MTI,FBGA-96UEC,5526,01/24/2022 SP
BBC56,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 09:40,,,,01/23/2022 SP
BBC57,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 00:59,,,,01/24/2022 SP
BBC58,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 10:32,,,,01/25/2022 SP
BBC59,MAXUM-PLUS,RUNNING,R02MSGM04,2200,096ECMS003,AMS096EC1002A,22-01-12 09:31,22-01-11 13:15,MTI,FBGA-96UEC,5600,01/26/2022 SP
BBC60,MAXUM-PLUS,RUNNING,R02MSGE06,2200,096ECMS003,AMS096EC1002A,22-01-12 09:22,22-01-11 13:15,MTI,FBGA-96UEC,5560,01/27/2022 SP
BBD01,MAXUM-PLUS,RUNNING,R02MSGI06,2200,096ECMS003,AMS096EC1002A,22-01-12 11:01,22-01-11 14:45,MTI,FBGA-96UEC,5600,
BBD02,MAXUM-PLUS,RUNNING,R02MSAW01,2200,078EPMS004,AMS078EP1001A,22-01-13 08:16,22-01-12 05:49,MTI,FBGA-78UEP,5920,
BBD03,MAXUM-PLUS,IN-REPAIR,R02MSFC02,2200,096ECMS010,AMS096EC3001B,22-01-12 08:27:26,22-01-12 07:54,MTI,FBGA-96UEC,5600,
BBD09,MAXUM-PLUS,RUNNING,R02MSFC07,2200,096ECMS010,AMS096EC3001B,22-01-12 16:31,22-01-11 19:05,MTI,FBGA-96UEC,5599,
BBD10,MAXUM-PLUS,RUNNING,R02BWC904,2200,036ABBW009,ABW036AB1004A,22-01-12 13:09,22-01-12 00:37,AKM,QFN-36AB1,3200,
BBD11,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-11 19:07,,,,
BBD12,MAXUM-PLUS,RUNNING,R02MSAH01,2200,078EPMS004,AMS078EP1001A,22-01-12 11:15,22-01-11 09:41,MTI,FBGA-78UEP,5720,01/12/2022 SP
BBD13,MAXUM-PLUS,RUNNING,R02MSFE07,2200,096ECMS010,AMS096EC3001B,22-01-12 12:00,22-01-11 14:33,MTI,FBGA-96UEC,5600,01/13/2022 SP
BBD14,MAXUM-PLUS,RUNNING,R02BWC903,2200,036ABBW009,ABW036AB1004A,22-01-12 11:39,22-01-11 23:07,AKM,QFN-36AB1,3200,01/14/2022 SP
BBD15,MAXUM-PLUS,RUNNING,R02MSFC06,2200,096ECMS010,AMS096EC3001B,22-01-12 13:34,22-01-11 16:07,MTI,FBGA-96UEC,5598,01/15/2022 SP
BBD16,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-11 21:15,,,,01/16/2022 SP
BBD17,MAXUM-PLUS,RUNNING,R02MSAF04,2200,078EPMS004,AMS078EP1001A,22-01-12 19:05,22-01-12 00:51,MTI,FBGA-78UEP,4074,01/17/2022 SP
BBD20,MAXUM-PLUS,RUNNING,R02MSAG01,2200,078EPMS004,AMS078EP1001A,22-01-12 12:35,22-01-11 10:51,MTI,FBGA-78UEP,5760,01/18/2022 SP
BBD21,MAXUM-PLUS,RUNNING,R02MSGE07,2200,096ECMS003,AMS096EC1002A,22-01-12 13:27,22-01-11 18:20,MTI,FBGA-96UEC,5282,01/19/2022 SP
BBD22,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-12 01:54,,,,01/20/2022 SP
BBD23,MAXUM-PLUS,RUNNING,R02BWC908,2200,036ABBW009,ABW036AB1004A,22-01-12 15:49,22-01-12 03:17,AKM,QFN-36AB1,3200,01/21/2022 SP
BBD24,MAXUM-PLUS,IDLE,,,,ABW036AB1004A,,22-01-12 07:23,,,,01/23/2022 SP
BBD35,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-11 19:23,,,,01/23/2022 SP
BBD36,MAXUM-PLUS,RUNNING,R02BWC905,2200,036ABBW009,ABW036AB1004A,22-01-12 13:48,22-01-12 01:17,AKM,QFN-36AB1,3200,01/24/2022 SP
BBD37,MAXUM-PLUS,IDLE,,,,ABW036AB1004A,,22-01-12 07:08,,,,01/25/2022 SP
BBD38,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-11 21:25,,,,01/26/2022 SP
BBD39,MAXUM-PLUS,IDLE,,,,ABW036AB1004A,,22-01-12 06:12,,,,01/27/2022 SP
BBD40,MAXUM-PLUS,RUNNING,R02MSB102,2200,078EPMS004,AMS078EP1001A,22-01-13 08:25,22-01-12 06:26,MTI,FBGA-78UEP,5814,01/28/2022 SP
BBD41,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-09 17:02,,,,01/29/2022 SP
BBD42,MAXUM-PLUS,RUNNING,R02MSFE06,2200,096ECMS010,AMS096EC3001B,22-01-12 11:14,22-01-11 13:47,MTI,FBGA-96UEC,5600,01/30/2022 SP
BBD43,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-11 20:10,,,,01/31/2022 SP
BBD44,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-11 20:02,,,,
BBD48,MAXUM-PLUS,RUNNING,R02ASCW07,2200,008FGAS023,AAS008FG1011A,22-01-12 17:06,22-01-12 07:08,EliteMT,SOP-8G,10080,
BBD49,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-12 04:06,,,,
BBD50,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-11 21:51,,,,
BBD51,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-12 07:19,,,,
BBD52,MAXUM-PLUS,RUNNING,R02MSFE03,2200,096ECMS010,AMS096EC3001B,22-01-12 08:13,22-01-11 10:46,MTI,FBGA-96UEC,5600,
BBD53,MAXUM-PLUS,RUNNING,R02BWC902,2200,036ABBW009,ABW036AB1004A,22-01-12 10:06,22-01-11 21:35,AKM,QFN-36AB1,3200,
BBD54,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-10 03:50,,,,
BBD55,MAXUM-PLUS,RUNNING,R02BWC901,2200,036ABBW009,ABW036AB1004A,22-01-12 08:49,22-01-11 20:18,AKM,QFN-36AB1,3200,
BBD56,MAXUM-PLUS,QC,R02ASCW05,2200,008FGAS023,AAS008FG1011A,,,EliteMT,SOP-8G,10080,
BBD57,MAXUM-PLUS,RUNNING,R02VGA410,2200,008YQVG002,ABU008YQ2001A,22-01-12 09:21,22-01-12 06:33,ISSI-VG,DFN-08YQ2A,2160,01/12/2022 MP
BBD58,MAXUM-PLUS,IDLE,,,,AAS008FG1011A,,22-01-12 07:58,,,,01/13/2022 MP
BBD59,MAXUM-PLUS,RUNNING,R02VGA405,2200,008YQVG002,ABU008YQ2001A,22-01-12 09:33,22-01-12 06:45,ISSI-VG,DFN-08YQ2A,2160,01/14/2022 MP
BBD60,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-12 02:54,,,,01/14/2022 MP
BBD61,MAXUM-PLUS,IDLE,,,,AAS008FG1011A,,22-01-11 23:49,,,,01/15/2022 MP
BBD62,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-11 22:26,,,,01/16/2022 MP
BBD63,MAXUM-PLUS,RUNNING,R02BWC906,2200,036ABBW009,ABW036AB1004A,22-01-12 13:02,22-01-12 00:31,AKM,QFN-36AB1,3200,01/17/2022 MP
BBD64,MAXUM-PLUS,IDLE,,,,AMS078EP1001A,,22-01-12 07:11,,,,01/18/2022 MP
BBD65,MAXUM-PLUS,RUNNING,R02VGA427,2200,008YQVG002,ABU008YQ2001A,22-01-12 10:30,22-01-12 07:42,ISSI-VG,DFN-08YQ2A,2160,01/19/2022 MP
BBD66,MAXUM-PLUS,WAIT-REPAIR,R02MSAH04,2200,078EPMS004,AMS078EP1001A,22-01-12 18:06:32,22-01-12 07:54,MTI,FBGA-78UEP,3882,01/20/2022 MP
BBD67,MAXUM-PLUS,RUNNING,R02MSAF03,2200,078EPMS004,AMS078EP1001A,22-01-13 03:25,22-01-12 01:04,MTI,FBGA-78UEP,5896,01/30/2022 MP
BBD81,MAXUM-PLUS,RUNNING,R02MSGK04,2200,096ECMS003,AMS096EC1002A,22-01-12 19:25,22-01-11 23:11,MTI,FBGA-96UEC,5590,
BBH08,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-10 07:57,,,,01/12/2022 MP
BBH09,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-10 17:37,,,,01/13/2022 MP
BBH10,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-09 11:08,,,,01/14/2022 MP
BBH11,MAXUM-PLUS,IDLE,,,,AMS078EP1001A,,22-01-12 07:51,,,,01/15/2022 MP
BBH12,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-10 07:03,,,,01/16/2022 MP
BBH13,MAXUM-PLUS,RUNNING,R02AWGR09,2200,048TPAW056,AAW048TP1024D,22-01-12 08:06,22-01-12 00:37,MXIC,TSOP1-48/48M,2160,01/17/2022 MP
BBH14,MAXUM-PLUS,WAIT-REPAIR,R02AWGR08,2200,048TPAW056,AAW048TP1024D,22-01-12 09:23:41,22-01-12 07:45,MXIC,TSOP1-48/48M,2160,01/18/2022 MP
BBH15,MAXUM-PLUS,IDLE,,,,AMS078EP1001A,,22-01-12 05:23,,,,01/19/2022 MP
BBH16,MAXUM-PLUS,RUNNING,R02MSAC04,2200,078EPMS004,AMS078EP1001A,22-01-12 14:58,22-01-11 19:31,MTI,FBGA-78UEP,4348,01/20/2022 MP
BBH17,MAXUM-PLUS,WAIT-REPAIR,R02AWGR03,2200,048TPAW056,AAW048TP1024D,22-01-12 10:33:11,22-01-12 07:58,MXIC,TSOP1-48/48M,2160,01/21/2022 MP
BBH18,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-09 03:27,,,,01/25/2022 MP
BBH19,MAXUM-PLUS,RUNNING,P53MSJE07,2200,078ENMS007,AMS078EN1002A,22-01-12 13:12,22-01-11 23:53,MTI,FBGA-78UEN,3405,01/23/2022 MP
BBH20,MAXUM-PLUS,RUNNING,P53MSJE03,2200,078ENMS007,AMS078EN1002A,22-01-12 11:03,22-01-11 21:14,MTI,FBGA-78UEN,3535,01/24/2022 MP
BBH21,MAXUM-PLUS,IDLE,,,,AMS078EP1001A,,22-01-12 05:09,,,,01/25/2022 AP
BBH22,MAXUM-PLUS,RUNNING,R02ABKU10,2200,066TNAB026,AAB066TN1001A,22-01-12 17:01,22-01-12 04:50,WINBOND,TSOP2-66ME,2880,01/26/2022 AP
BBH23,MAXUM-PLUS,RUNNING,R02MSAJ01,2200,078EPMS004,AMS078EP1001A,22-01-12 22:12,22-01-11 21:18,MTI,FBGA-78UEP,5571,01/27/2022 AP
BBH24,MAXUM-PLUS,RUNNING,P53MSJA07,2200,078ENMS007,AMS078EN1002A,22-01-12 08:56,22-01-11 19:01,MTI,FBGA-78UEN,3560,01/28/2022 AP
BBH25,MAXUM-PLUS,RUNNING,R02MSAG04,2200,078EPMS004,AMS078EP1001A,22-01-12 14:04,22-01-11 19:56,MTI,FBGA-78UEP,4052,01/29/2022 AP
BBH26,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-11 03:16,,,,01/30/2022 AP
BBH27,MAXUM-PLUS,RUNNING,P53MSJE04,2200,078ENMS007,AMS078EN1002A,22-01-12 08:39,22-01-11 18:59,MTI,FBGA-78UEN,3500,01/31/2022 AP
BBH28,MAXUM-PLUS,RUNNING,R02AWGR07,2200,048TPAW056,AAW048TP1024D,22-01-12 08:13,22-01-12 00:44,MXIC,TSOP1-48/48M,2160,
BBH29,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-08 21:02,,,,
BBH30,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-10 13:47,,,,
BBH31,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-11 03:21,,,,
BBH32,MAXUM-PLUS,RUNNING,R02MSAR01,2200,078EPMS004,AMS078EP1001A,22-01-13 07:21,22-01-12 06:14,MTI,FBGA-78UEP,5622,
BBH33,MAXUM-PLUS,WAIT-SETUP,,,,AAB048TW2002A,,22-01-12 05:39,,,,
BBH34,MAXUM-PLUS,RUNNING,P53MSNP04,2200,078EPMS004,AMS078EP1001A,22-01-12 13:28,22-01-11 15:38,MTI,FBGA-78UEP,4882,
BBH35,MAXUM-PLUS,RUNNING,R02ABGI07,2200,054TNAB036,AAB054TN1005A,22-01-12 15:18,22-01-12 01:45,WINBOND,TSOP2-54ME,2880,
BBH36,MAXUM-PLUS,RUNNING,R02ABGL22,2200,054TNAB036,AAB054TN1005A,22-01-12 18:59,22-01-12 05:27,WINBOND,TSOP2-54ME,2878,
BBH37,MAXUM-PLUS,RUNNING,R02MSAB03,2200,078EPMS004,AMS078EP1001A,22-01-12 13:01,22-01-11 11:04,MTI,FBGA-78UEP,5806,
