process_id,master_desc,detail_id,remark
048TW451,Entity,E23300101,
048TW451,Entity,E23300101,
048TW451,Entity,E24000101,
048TW451,SP Entity,E24100101,
048TW451,Entity,E24300101,
048TW451,Lot Size,O20700198,2160
048TW451,Entity Code,R20100698,L
048TW451,PTN No,R20800698,63
048TW451,PTN no,R21500198,04
048TW451,PTN no,R23300398,06
048TW451,Support Entity,S20400199,Dual
048TW451,Support Entity,S20400199,Dual
048TW451,Support Entity,S22000101,FA09P-CD3114-05A
048TW451,Support Entity,S22000102,
048TW473,Entity,E20700199,DB-700
048TW473,Entity,E20700199,DB-700
048TW473,Entity,E20700199,DB-700
048TW473,Entity,E22000199,UTC-1000/1000S; 2000/2000S; 3000;5000S
048TW473,Entity,E22000199,UTC-1000/1000S; 2000/2000S; 3000;5000S
048TW473,Entity (KNS),E22000298,Rapid;Maxum Plus
048TW473,Lot Size,O20700198,2160
048TW473,Entity Code,R20100698,G
048TW473,PTN No,R20800698,63
048TW473,PTN no,R21500198,04
048TW473,PTN no,R23300398,06
048TW473,Support Entity,S20400199,Dual
048TW473,Support Entity,S20400199,Dual
048TW473,Support Entity,S22000101,FA09P-CD3114-05A
048TW473,Support Entity,S22000102,
048TW473,Support Entity,S22000103,FA09P-CD3114-05A
048TW497,Entity,E20700199,DB-700
048TW497,Entity,E20700199,DB-700
048TW497,Entity,E20700199,DB-700
048TW497,Entity,E22000199,SHINKAWA UTC-1000/S/2000/S/3000
048TW497,Entity,E22000199,SHINKAWA UTC-1000/S/2000/S/3000
048TW497,Lot Size,O20700198,2160
048TW497,Entity Code,R20100698,L
048TW497,PTN No,R20800698,63
048TW497,PTN no,R21500198,04
048TW497,PTN no,R23300398,06
048TW497,Support Entity,S20400199,Dual
048TW497,Support Entity,S20400199,Dual
048TW497,Support Entity,S22000101,FG10P-CD4017-05A
048TW497,Support Entity,S22000102,
048TW498,Entity,E20700199,DB-800
048TW498,Entity,E20700199,DB-800
048TW498,Entity,E20700199,DB-800
048TW498,Entity,E21500199,E&R
048TW498,Entity,E22000199,SHINKAWA UTC-2000/2000S; 3000
048TW498,Entity,E22000199,SHINKAWA UTC-2000/2000S; 3000
048TW498,Entity,E23000103,
048TW498,Entity,E23300101,
048TW498,Entity,E23300101,
048TW498,Entity,E24000101,
048TW498,SP Entity,E24100101,
048TW498,Entity,E24300101,
048TW498,Lot Size,O20700198,720
048TW498,Entity Code,R20100698,W
048TW498,PTN No,R20800698,DV-009
048TW498,PTN no,R21500198,04
048TW498,PTN no,R23300398,06
048TW498,Support Entity,S20400102,
048TW498,Support Entity,S20400102,
048TW498,Support Entity,S22000101,FA09P-CD3114-05A
048TW498,Support Entity,S22000102,
048TW502,Lot Size,O20700198,2160
048TW502,PTN No,R20800698,11
048TW502,PTN no,R21500198,04
048TW502,PTN no,R23300398,06
048TW502,Support Entity,S20400102,
048TW502,Support Entity,S20400102,
048TW502,Support Entity,S22000101,FG10P-CD4017-05A
048TW502,Support Entity,S22000102,
048TW503,Lot Size,O20700198,2160
048TW503,Entity Code,R20100698,L
048TW503,PTN no,R21500198,04
048TW503,PTN no,R23300398,06
048TW503,Support Entity,S20400102,
048TW503,Support Entity,S20400102,
048TW503,Support Entity,S22000101,FG10P-CD4017-05A
048TW503,Support Entity,S22000102,
048TW507,Entity,E20700199,DB-700
048TW507,Entity,E20700199,DB-700
048TW507,Entity,E20700199,DB-700
048TW507,Entity,E22000199,SHINKAWA UTC-1000S/2000/S/3000
048TW507,Entity,E22000199,SHINKAWA UTC-1000S/2000/S/3000
048TW507,Lot Size,O20700198,2160
048TW507,PTN No,R20800698,63
048TW507,PTN no,R21500198,04
048TW507,PTN no,R23300398,06
048TW507,Support Entity,S20400102,
048TW507,Support Entity,S20400102,
048TW507,Support Entity,S22000101,SU-24075-355E
048TW507,Support Entity,S22000102,
048TW528,Entity,E20700199,DB-800; DB-700; DB-830
048TW528,Entity,E20700199,DB-800; DB-700; DB-830
048TW528,Entity,E20700199,DB-800; DB-700; DB-830
048TW528,Entity,E21500199,E&R
048TW528,Entity,E22000199,SHINKAWA UTC-1000/S/2000/S/3000
048TW528,Entity,E22000199,SHINKAWA UTC-1000/S/2000/S/3000
048TW528,Entity (KNS),E22000298,MAXUM-PLUS
048TW528,Entity,E23000103,
048TW528,Entity,E23300101,
048TW528,Entity,E23300101,
048TW528,Entity,E24000101,
048TW528,SP Entity,E24100101,
048TW528,Entity,E24300101,
048TW528,Lot Size,O20700198,2160
048TW528,PTN No,R20800698,63
048TW528,PTN no,R21500198,04
048TW528,PTN no,R23300398,06
048TW528,Support Entity,S20400199,Dual
048TW528,Support Entity,S20400199,Dual
048TW528,Support Entity,S22000101,FA09P-CD3114-05A
048TW528,Support Entity,S22000102,
048TW528,Support Entity,S22000103,FA09P-CD3114-05A
048XJ004,Entity,E20700199,DB-700/DB-800/ESEC2100
048XJ004,Entity,E20700199,DB-700/DB-800/ESEC2100
048XJ004,Entity,E20700199,DB-700/DB-800/ESEC2100
048XJ004,Entity,E21300199,DB-700/DB-800/ESEC2100
048XJ004,Entity,E21500199,E&R
048XJ004,Entity,E22000199,SHINKAWA UTC-1000/S/2000/S
048XJ004,Entity,E22000199,SHINKAWA UTC-1000/S/2000/S
048XJ004,Entity,E22250198,QMO-2
048XJ004,Entity,E22500199,Tepla
048XJ004,Entity,E23000103,
048XJ004,Entity,E23300101,
048XJ004,Entity,E23300101,
048XJ004,Entity,E24050198,Tepla
048XJ004,Entity,E31500198,E&R
048XJ004,Lot Size,O20700198,4800
048XJ004,Entity Code,R20100698,L
048XJ004,PTN no,R21500198,05
048XJ004,PTN No,R22250198,05
048XJ004,PTN no,R22500198,02
048XJ004,PTN no,R23300398,04
048XJ004,PTN no,R24050198,04
048XJ004,PTN no,R31500198,05
048XJ004,Support Entity,S20400102,
048XJ004,Support Entity,S20400102,
048XJ004,Support Entity,S22000101,QQF882640L0033-CMS
048XJ004,Support Entity,S22000102,
048XJ004,Support Entity,S24300101,
048XJ004,Support Entity,S32000101,QQF882640L0033-CMS
048XJ004,Support Entity,S32000102,
048XJ004,Support Entity,S32000103,QQF882640L0033-CMS
048XJ018,Entity,E20700199,DB-700/DB-800/ESEC2100
048XJ018,Entity,E20700199,DB-700/DB-800/ESEC2100
048XJ018,Entity,E20700199,DB-700/DB-800/ESEC2100
048XJ018,Entity,E21300199,DB-700/DB-800/ESEC2100
048XJ018,Entity,E21500199,E&R
048XJ018,Entity,E22000199,SHINKAWA UTC-1000/S/2000/S
048XJ018,Entity,E22000199,SHINKAWA UTC-1000/S/2000/S
048XJ018,Entity,E22250198,QMO-2
048XJ018,Entity,E22500199,Tepla
048XJ018,Entity,E23000103,
048XJ018,Entity,E23300101,
048XJ018,Entity,E23300101,
048XJ018,Entity,E24050198,Tepla
048XJ018,Entity,E31500198,E&R
048XJ018,Lot Size,O20700198,4800
048XJ018,Entity Code,R20100698,L
048XJ018,PTN No,R20800698,07
048XJ018,PTN no,R21500198,05
048XJ018,PTN No,R22250198,05
048XJ018,PTN no,R22500198,02
048XJ018,PTN no,R23300398,04
048XJ018,PTN no,R24050198,04
048XJ018,PTN no,R31500198,05
048XJ018,Support Entity,S20400102,
048XJ018,Support Entity,S20400102,
048XJ018,Support Entity,S22000101,QQF882640L0033-CMS
048XJ018,Support Entity,S22000102,
048XJ018,Support Entity,S24300101,
048XJ018,Support Entity,S32000101,QQF882640L0033-CMS
048XJ018,Support Entity,S32000102,
048XJ018,Support Entity,S32000103,QQF882640L0033-CMS
048XZ001,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
048XZ001,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
048XZ001,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
048XZ001,Entity,E20800101,
048XZ001,Entity,E21300199,ESEC-2100; DB-800; DB-700; DB-830
048XZ001,Entity,E22000199,SHINKAWA UTC-1000/S/2000/S
048XZ001,Entity,E22000199,SHINKAWA UTC-1000/S/2000/S
048XZ001,Entity,E22500199,Tepla
048XZ001,Entity,E23000103,
048XZ001,Entity,E23300101,
048XZ001,Entity,E23300101,
048XZ001,Entity,E24050198,Tepla
048XZ001,Placement Entity,E24100201,
048XZ001,Reflow Entity,E24100301,
048XZ001,Cleaning Entity,E24100401,
048XZ001,Entity,E24300199,ASA V2
048XZ001,Entity,E24500199,RVSI 7700
048XZ001,Lot Size,O20700198,2200
048XZ001,Entity Code,R20100698,Y
048XZ001,PTN No,R20800698,07
048XZ001,PTN no,R21400198,11
048XZ001,PTN no,R21400198,11
048XZ001,PTN no,R21500198,05
048XZ001,PTN No,R22250198,05
048XZ001,PTN no,R22500198,02
048XZ001,PTN no,R23300398,06
048XZ001,PTN no,R24050198,04
048XZ001,PTN no,R31400198,03
048XZ001,Support Entity,S22000101,PI-23090-365E15
048XZ001,Support Entity,S22000102,
052AC035,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
052AC035,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
052AC035,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
052AC035,Entity,E21500199,NEMST-2002ILV
052AC035,Entity (KNS),E22000298,Maxum Plus;Ultra;Iconn;Iconn Plus;RAPID
052AC035,Entity,E24300101,
052AC035,Lot Size,O20700198,2800
052AC035,Entity Code,R20100698,C
052AC035,PTN No,R20800698,11
052AC035,PTN no,R21500198,04
052AC035,PTN no,R23300398,04
052AC035,Support Entity,S20400102,
052AC035,Support Entity,S20400102,
052AC035,Support Entity,S22000102,
052AC035,Support Entity,S22000103,FG10A-CD3513-05A
052XY004,Entity,E20700199,ESEC-2100; DB-800; DB-700
052XY004,Entity,E20700199,ESEC-2100; DB-800; DB-700
052XY004,Entity,E20700199,ESEC-2100; DB-800; DB-700
052XY004,Entity,E21300199,ESEC-2100; DB-800; DB-700
052XY004,Entity,E21500199,E&R
052XY004,Entity,E22000199,SHINKAWA UTC-1000/S/2000/S;KNS
052XY004,Entity,E22000199,SHINKAWA UTC-1000/S/2000/S;KNS
052XY004,Entity,E22500199,Tepla
052XY004,Entity,E23000103,
052XY004,Entity,E23300101,
052XY004,Entity,E23300101,
052XY004,Entity,E24050198,Tepla
052XY004,Lot Size,O20700198,5760
052XY004,Entity Code,R20100698,L
052XY004,PTN No,R20800698,11
052XY004,PTN no,R21500198,05
052XY004,PTN no,R22500198,02
052XY004,PTN no,R23300398,04
052XY004,PTN no,R24050198,04
052XY004,Support Entity,S22000101,4B8FF-3705-A33
052XY004,Support Entity,S22000102,
054MF003,Entity,E20300102,
054MF003,Entity,E20300102,
054MF003,Entity,E20700103,
054MF003,Entity,E20700103,
054MF003,Entity,E20700199,DB-700
054MF003,Entity,E20700199,DB-700
054MF003,Entity,E20700199,DB-700
054MF003,Entity,E20800101,
054MF003,Entity,E21500199,E&R
054MF003,Entity,E22000199,SHINKAWA UTC-1000S/2000/S
054MF003,Entity,E22000199,SHINKAWA UTC-1000S/2000/S
054MF003,Entity,E22500199,Tepla
054MF003,Entity,E23000103,
054MF003,Entity,E23200199,E&R BLAZON-2000
054MF003,Entity,E23200199,E&R BLAZON-2000
054MF003,Entity,E23300101,
054MF003,Entity,E23300101,
054MF003,Entity,E24050198,Tepla
054MF003,Placement Entity,E24100201,
054MF003,Reflow Entity,E24100301,
054MF003,Cleaning Entity,E24100401,
054MF003,Entity,E24300199,ASA V2
054MF003,Entity,E24500199,RVSI 7700
054MF003,Lot Size,O20700198,4000
054MF003,Entity Code,R20100698,Y
054MF003,PTN No,R20800698,07
054MF003,PTN no,R21500198,05
054MF003,PTN no,R22500198,02
054MF003,PTN no,R23300398,04
054MF003,PTN no,R24050198,04
054MF003,Support Entity,S20400102,
054MF003,Support Entity,S20400102,
054MF003,Support Entity,S22000101,4D8FD-3814-I33-CMS
054MF003,Support Entity,S22000102,
054MF014,Entity,E20700199,DB-800; DB-700
054MF014,Entity,E20700199,DB-800; DB-700
054MF014,Entity,E20700199,DB-800; DB-700
054MF014,Lot Size,O20700198,6240
054MF014,Entity Code,R20100698,Y
054MF014,PTN No,R20800698,07
054MF014,PTN no,R21500198,05
054MF014,PTN no,R22500198,02
054MF014,PTN no,R23300398,03
054MF014,PTN no,R24050198,04
054MF014,Support Entity,S20400199,Dual
054MF014,Support Entity,S20400199,Dual
054MF014,Support Entity,S22000101,FG085A-CD3313-06A
054MF014,Support Entity,S22000102,
054MF020,Entity,E20700199,DB-800; DB-700; DB-830
054MF020,Entity,E20700199,DB-800; DB-700; DB-830
054MF020,Entity,E20700199,DB-800; DB-700; DB-830
054MF020,Entity,E22000199,SHINKAWA UTC-1000/S/2000/S/3000
054MF020,Entity,E22000199,SHINKAWA UTC-1000/S/2000/S/3000
054MF020,Entity,E22500199,TEPLA
054MF020,Lot Size,O20700198,4480
054MF020,Entity Code,R20100698,Y
054MF020,PTN No,R20800698,66
054MF020,PTN no,R21500198,05
054MF020,PTN no,R22500198,02
054MF020,PTN no,R23300398,04
054MF020,PTN no,R24050198,04
054MF020,Support Entity,S20400102,
054MF020,Support Entity,S20400102,
054MF020,Support Entity,S22000101,SI-25063-315F
054MF020,Support Entity,S22000102,
054NB025,Entity,E20700199,DB-700
054NB025,Entity,E20700199,DB-700
054NB025,Entity,E20700199,DB-700
054NB025,Entity,E20800101,
054NB025,Entity,E21500199,E&R
054NB025,Entity,E22000199,SHINKAWA UTC-1000/S/2000/S
054NB025,Entity,E22000199,SHINKAWA UTC-1000/S/2000/S
054NB025,Entity,E22500199,Tepla
054NB025,Entity,E23000103,
054NB025,Entity,E23300101,
054NB025,Entity,E23300101,
054NB025,Entity,E24050198,Tepla
054NB025,Lot Size,O20700198,4000
054NB025,Entity Code,R20100698,Y
054NB025,PTN No,R20800698,07
054NB025,PTN no,R21500198,05
054NB025,PTN no,R22500198,02
054NB025,PTN no,R23300398,06
054NB025,PTN no,R24050198,04
054NB025,Support Entity,S20400102,
054NB025,Support Entity,S20400102,
054NB025,Support Entity,S22000101,QQF882640L0033-CMS
054NB025,Support Entity,S22000102,
054NB026,Entity,E20700199,DB-700
054NB026,Entity,E20700199,DB-700
054NB026,Entity,E20700199,DB-700
054NB026,Entity,E21500199,E&R
054NB026,Entity,E22000199,SHINKAWA UTC-1000/S/2000/S
054NB026,Entity,E22000199,SHINKAWA UTC-1000/S/2000/S
054NB026,Entity,E22500199,Tepla
054NB026,Entity,E23000103,
054NB026,Entity,E23300101,
054NB026,Entity,E23300101,
054NB026,Entity,E24050198,Tepla
054NB026,Lot Size,O20700198,4000
054NB026,Entity Code,R20100698,C
054NB026,PTN no,R21500198,05
054NB026,PTN No,R22250198,05
054NB026,PTN no,R22500198,02
054NB026,PTN no,R23300398,06
054NB026,PTN no,R24050198,04
054NB026,Support Entity,S20400102,
054NB026,Support Entity,S20400102,
054NB026,Support Entity,S22000101,QQF882640L0033-CMS
054NB026,Support Entity,S22000102,
054NB037,Entity,E20700199,DB 700
054NB037,Entity,E20700199,DB 700
054NB037,Entity,E20700199,DB 700
054NB037,Entity,E20800101,
054NB037,Entity,E21500199,E&R
054NB037,Entity,E22000199,SHINKAWA UTC-1000/S/2000/S
054NB037,Entity,E22000199,SHINKAWA UTC-1000/S/2000/S
054NB037,Entity,E22500199,Tepla
054NB037,Entity,E23000103,
054NB037,Entity,E23200101,
054NB037,Entity,E23200101,
054NB037,Entity,E23300101,
054NB037,Entity,E23300101,
054NB037,Entity,E24050198,Tepla
054NB037,Placement Entity,E24100201,
054NB037,Reflow Entity,E24100301,
054NB037,Cleaning Entity,E24100401,
054NB037,Entity,E24300199,ASA V2
054NB037,Entity,E24500199,RVSI 7700
054NB037,Lot Size,O20700198,4000
054NB037,Entity Code,R20100698,C
054NB037,PTN No,R20800698,07
054NB037,PTN no,R21500198,05
054NB037,PTN no,R22500198,02
054NB037,PTN no,R23300398,04
054NB037,PTN no,R24050198,04
054NB037,Support Entity,S20400102,
054NB037,Support Entity,S20400102,
054NB037,Support Entity,S22000101,QQF882640L0033-CMS
054NB037,Support Entity,S22000102,
054NB049,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
054NB049,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
054NB049,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
054NB049,Entity (KNS),E22000298,Ultra
054NB049,Entity,E22500101,
054NB049,Lot Size,O20700198,8960
054NB049,Entity Code,R20100698,C
054NB049,PTN No,R20800698,66
054NB049,PTN no,R21500198,05
054NB049,PTN no,R22500198,15
054NB049,PTN no,R23300398,04
054NB049,PTN no,R24050198,04
054NB049,Support Entity,S20400102,
054NB049,Support Entity,S20400102,
054NB049,Support Entity,S22000102,
054NB049,Support Entity,S22000103,SU-25090-405F15
054NB050,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
054NB050,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
054NB050,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
054NB050,Entity (KNS),E22000298,Ultra
054NB050,Entity,E22500101,
054NB050,Lot Size,O20700198,8960
054NB050,Entity Code,R20100698,C
054NB050,PTN No,R20800698,66
054NB050,PTN no,R21500198,05
054NB050,PTN no,R22500198,15
054NB050,PTN no,R23300398,04
054NB050,PTN no,R24050198,04
054NB050,Support Entity,S20400102,
054NB050,Support Entity,S20400102,
054NB050,Support Entity,S22000102,
054NB050,Support Entity,S22000103,SU-25090-405F15
054NB051,Entity,E20700199,ESEC-2100; DB-800; DB-830
054NB051,Entity,E20700199,ESEC-2100; DB-800; DB-830
054NB051,Entity,E20700199,ESEC-2100; DB-800; DB-830
054NB051,Entity,E22000199,UTC-1000/1000S; 2000/2000S; 3000;5000S
054NB051,Entity,E22000199,UTC-1000/1000S; 2000/2000S; 3000;5000S
054NB051,Entity (KNS),E22000298,Maxum base;Maxum Plus;Iconn Plus;RAPID
054NB051,Entity,E22500102,
054NB051,Lot Size,O20700198,8960
054NB051,Entity Code,R20100698,Y
054NB051,PTN No,R20800698,63
054NB051,PTN no,R21500198,05
054NB051,PTN no,R22500198,02
054NB051,PTN no,R23300398,06
054NB051,PTN no,R24050198,04
054NB051,Support Entity,S20400102,
054NB051,Support Entity,S20400102,
054NB051,Support Entity,S22000101,FG085A-CD3313-06A
054NB051,Support Entity,S22000102,
054NB051,Support Entity,S22000103,FG085A-CD3313-06A
054NR004,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
054NR004,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
054NR004,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
054NR004,Entity,E22000199,UTC-1000/1000S; 2000/2000S; 3000
054NR004,Entity,E22000199,UTC-1000/1000S; 2000/2000S; 3000
054NR004,Entity (KNS),E22000298,Ultra;Iconn;Maxum base;Maxum Plus
054NR004,Entity,E22500102,
054NR004,Lot Size,O20700198,8000
054NR004,Entity Code,R20100698,C
054NR004,PTN No,R20800698,66
054NR004,PTN no,R21500198,05
054NR004,PTN no,R22500198,02
054NR004,PTN no,R23300398,06
054NR004,PTN no,R24050198,04
054NR004,Support Entity,S20400102,
054NR004,Support Entity,S20400102,
054NR004,Support Entity,S22000101,SI-25063-315F
054NR004,Support Entity,S22000102,
054NR004,Support Entity,S22000103,SI-25063-315F
054TN074,Entity,E20700199,DB-700
054TN074,Entity,E20700199,DB-700
054TN074,Entity,E20700199,DB-700
054TN074,Entity,E20800101,
054TN074,Entity,E21500199,E&R;Tepla
054TN074,Entity,E23000101,
054TN074,Entity,E23000101,
054TN074,Entity,E23000101,
054TN074,Entity,E23000103,
054TN074,Entity,E23300101,
054TN074,Entity,E23300101,
054TN074,Entity,E24000101,
054TN074,SP Entity,E24100101,
054TN074,Entity,E24300101,
054TN074,Lot Size,O20700198,2880
054TN074,Entity Code,R20100698,Y
054TN074,PTN No,R20800698,09
054TN074,PTN no,R21500198,04
054TN074,PTN no,R23300398,03
054TN074,PTN no,R24250398,08
054TN074,Support Entity,S20400102,
054TN074,Support Entity,S20400102,
054TN074,Support Entity,S22000101,FG10P-CD4017-05A
054TN074,Support Entity,S22000102,
054TN074,Support Entity,S22000103,SU-25090-405F15
054TN104,Entity,E20700199,DB-700
054TN104,Entity,E20700199,DB-700
054TN104,Entity,E20700199,DB-700
054TN104,Entity,E20800101,
054TN104,Entity,E23000101,
054TN104,Entity,E23000101,
054TN104,Entity,E23000101,
054TN104,Entity,E23000103,
054TN104,Entity,E23300101,
054TN104,Entity,E23300101,
054TN104,Entity,E24000101,
054TN104,Entity,E24300101,
054TN104,Lot Size,O20700198,2880
054TN104,Entity Code,R20100698,Y
054TN104,PTN No,R20800698,09
054TN104,PTN no,R21500198,04
054TN104,PTN no,R23300398,06
054TN104,PTN no,R24250398,08
054TN104,Support Entity,S20400102,
054TN104,Support Entity,S20400102,
054TN104,Support Entity,S22000101,FA09P-CD3114-05A
054TN104,Support Entity,S22000102,
054TN104,Support Entity,S22000103,SU-25075-325F15
054TN110,Lot Size,O20700198,2880
054TN110,Entity Code,R20100698,Y
054TN110,PTN No,R20800698,09
054TN110,PTN no,R21500198,04
054TN110,PTN no,R23300398,06
054TN110,PTN no,R24250398,08
054TN110,Support Entity,S20400102,
054TN110,Support Entity,S20400102,
054TN110,Support Entity,S22000101,FA09P-CD3114-05A
054TN110,Support Entity,S22000102,
054TN110,Support Entity,S22000103,SU-25075-325F15
054TN117,Entity,E20700199,ESEC-2100; DB-800; DB-700
054TN117,Entity,E20700199,ESEC-2100; DB-800; DB-700
054TN117,Entity,E20700199,ESEC-2100; DB-800; DB-700
054TN117,Entity,E20800101,
054TN117,Entity,E21500199,E&R;Tepla
054TN117,Entity,E22000199,SHINKAWA UTC-1000/S/2000/S/3000
054TN117,Entity,E22000199,SHINKAWA UTC-1000/S/2000/S/3000
054TN117,Entity (KNS),E22000298,Ultra;Maxum Plus
054TN117,Entity,E23000101,
054TN117,Entity,E23000101,
054TN117,Entity,E23000101,
054TN117,Entity,E23000103,
054TN117,Entity,E23300101,
054TN117,Entity,E23300101,
054TN117,Entity,E24000101,
054TN117,SP Entity,E24100101,
054TN117,Entity,E24300101,
054TN117,Lot Size,O20700198,2880
054TN117,Entity Code,R20100698,Y
054TN117,PTN No,R20800698,09
054TN117,PTN no,R21500198,04
054TN117,PTN no,R23300398,03
054TN117,PTN no,R24250398,08
054TN117,Support Entity,S20400199,Dual
054TN117,Support Entity,S20400199,Dual
054TN117,Support Entity,S22000101,FA09P-CD3114-05A
054TN117,Support Entity,S22000102,
054TN117,Support Entity,S22000103,SU-25090-405F15
054TS014,Entity,E20700199,DB-700
054TS014,Entity,E20700199,DB-700
054TS014,Entity,E20700199,DB-700
054TS014,Entity,E20800101,
054TS014,Entity,E21500199,E&R
054TS014,Entity,E22000199,SHINKAWA UTC-2000/S/3000
054TS014,Entity,E22000199,SHINKAWA UTC-2000/S/3000
054TS014,Entity,E23000101,
054TS014,Entity,E23000101,
054TS014,Entity,E23000101,
054TS014,Entity,E23000103,
054TS014,Entity,E23300101,
054TS014,Entity,E23300101,
054TS014,Entity,E24000101,
054TS014,Entity,E24300101,
054TS014,Lot Size,O20700198,2880
054TS014,Entity Code,R20100698,S
054TS014,PTN No,R20800698,09
054TS014,PTN no,R21400198,07
054TS014,PTN no,R21400198,07
054TS014,PTN no,R21500198,04
054TS014,PTN no,R22500198,05
054TS014,PTN no,R23300398,06
054TS014,PTN no,R24250398,08
054TS014,PTN no,R31400198,03
054TS014,Support Entity,S20400102,
054TS014,Support Entity,S20400102,
054TS014,Support Entity,S22000101,SU-25090-405F15
054TS014,Support Entity,S22000102,
054TS017,Lot Size,O20700198,2880
054TS017,Entity Code,R20100698,Y
054TS017,PTN No,R20800698,09
054TS017,PTN no,R21500198,04
054TS017,PTN no,R23300398,06
054TS017,PTN no,R24250398,08
054TS017,Support Entity,S20400102,
054TS017,Support Entity,S20400102,
054TS017,Support Entity,S22000101,FG10P-CD4017-05A
054TS017,Support Entity,S22000102,
054TS034,Entity,E20700199,ESEC 2100/DB-800/DB-700
054TS034,Entity,E20700199,ESEC 2100/DB-800/DB-700
054TS034,Entity,E20700199,ESEC 2100/DB-800/DB-700
054TS034,Lot Size,O20700198,2880
054TS034,Entity Code,R20100698,Y
054TS034,PTN No,R20800698,09
054TS034,PTN no,R21500198,04
054TS034,PTN no,R22500198,05
054TS034,PTN no,R23300398,06
054TS034,PTN no,R24250398,08
054TS034,Support Entity,S22000101,FG10P-CD4017-05A
054TS034,Support Entity,S22000102,
054TS035,Entity,E20700199,ESEC 2100/DB-800/DB-700
054TS035,Entity,E20700199,ESEC 2100/DB-800/DB-700
054TS035,Entity,E20700199,ESEC 2100/DB-800/DB-700
054TS035,Lot Size,O20700198,2880
054TS035,Entity Code,R20100698,Y
054TS035,PTN No,R20800698,09
054TS035,PTN no,R21500198,04
054TS035,PTN no,R22500198,05
054TS035,PTN no,R23300398,06
054TS035,PTN no,R24250398,08
054TS035,Support Entity,S22000101,FG10P-CD4017-05A
054TS035,Support Entity,S22000102,
054TS043,Entity,E20700199,DB-800/DB-700
054TS043,Entity,E20700199,DB-800/DB-700
054TS043,Entity,E20700199,DB-800/DB-700
054TS043,Entity,E21300199,DB-800/DB-700
054TS043,Lot Size,O20700198,1440
054TS043,Entity Code,R20100698,A
054TS043,PTN No,R20800698,11
054TS043,PTN no,R21500198,04
054TS043,PTN no,R22500198,05
054TS043,PTN no,R23300398,06
054TS043,PTN no,R24250398,08
054TS043,PTN no,R31500198,04
054TS043,Support Entity,S20400102,
054TS043,Support Entity,S20400102,
054TS043,Support Entity,S22000101,FG10P-CD4017-05A
054TS043,Support Entity,S22000102,
054TS043,Support Entity,S32000101,FG10P-CD4017-05A
054TS043,Support Entity,S32000102,
054TS043,Support Entity,S32000103,FG10P-CD4017-05A
056AD080,Lot Size,O20700198,2160
056AD080,Entity Code,R20100698,Y
056AD080,PTN No,R20800698,09
056AD080,PTN no,R21500198,04
056AD080,PTN no,R23300398,04
056AD080,Support Entity,S20400102,
056AD080,Support Entity,S20400102,
056AD080,Support Entity,S22000102,
056AD080,Support Entity,S22000103,FG10A-CD3513-05A
056TH122ENG,Entity,E20700199,ESEC-2100; DB-800; DB-830
056TH122ENG,Entity,E20700199,ESEC-2100; DB-800; DB-830
056TH122ENG,Entity,E20700199,ESEC-2100; DB-800; DB-830
056TH122ENG,Entity,E21300199,ESEC-2100; DB-800; DB-830
056TH122ENG,Entity,E22000199,UTC-3000;5000S
056TH122ENG,Entity,E22000199,UTC-3000;5000S
056TH122ENG,Entity,E22500199,Tepla
056TH122ENG,Lot Size,O20700198,2560
056TH122ENG,PTN No,R20800698,66
056TH122ENG,PTN no,R21400198,06
056TH122ENG,PTN no,R21400198,06
056TH122ENG,PTN no,R21500198,04
056TH122ENG,PTN no,R22500198,05
056TH122ENG,PTN no,R23300398,06
056TH122ENG,PTN no,R24250398,08
056TH122ENG,PTN no,R31500198,04
056TH122ENG,Support Entity,S20400102,
056TH122ENG,Support Entity,S20400102,
056TH122ENG,Support Entity,S22000101,SU-22075-325F15
056TH122ENG,Support Entity,S22000102,
056TH122ENG,Support Entity,S32000102,
056TH122ENG,Support Entity,S32000103,SU-22075-325F15
056TH123ENG,Entity,E20700199,ESEC-2100; DB-800; DB-830
056TH123ENG,Entity,E20700199,ESEC-2100; DB-800; DB-830
056TH123ENG,Entity,E20700199,ESEC-2100; DB-800; DB-830
056TH123ENG,Entity,E21300199,ESEC-2100; DB-800; DB-830
056TH123ENG,Entity,E22000199,UTC-3000;5000S
056TH123ENG,Entity,E22000199,UTC-3000;5000S
056TH123ENG,Entity,E22500199,Tepla
056TH123ENG,Lot Size,O20700198,2560
056TH123ENG,Entity Code,R20100698,G
056TH123ENG,PTN No,R20800698,66
